Protein	Neighborhood
MAOB	Mitochondria
MAP10	Cytosol
MAP1A	Cytosol
MAP1B	Cytosol
MAP1S	Cytosol
MAP2	Cytosol
MAP2K1	Cytosol
MAP2K2	Cytosol
MAP2K3	Cytosol
MAP2K4	Cytosol
MAP2K5	Cytosol
MAP2K6	Cytosol
MAP2K7	Cytosol
MAP3K1	Unclassified
MAP3K11	Secretory
MAP3K12	Secretory
MAP3K2	Cytosol
MAP3K3	Cytosol
MAP3K4	Cytosol
MAP3K5	Cytosol
MAP3K6	Cytosol
MAP3K7	Cytosol
MAP3K9	Unclassified
MAP4	Cytosol
MAP4K2	Cytosol
MAP4K3	Cytosol
MAP4K4	Nuclear
MAP4K5	Cytosol
MAP6D1	Secretory
MAP7	Nuclear
MAP7D1	Nuclear
MAP7D3	Nuclear
MAP9	Unclassified
MAPK1	Cytosol
MAPK11	Cytosol
MAPK12	Cytosol
MAPK13	Cytosol
MAPK14	Cytosol
MAPK15	Cytosol
MAPK1IP1L	Cytosol
MAPK3	Cytosol
MAPK6	Cytosol
MAPK7	Cytosol
MAPK8	Cytosol
MAPK9	Cytosol
MAPKAP1	Cytosol
MAPKAPK2	Cytosol
MAPKAPK3	Cytosol
MAPKAPK5	Cytosol
MAPRE1	Cytosol
MAPRE2	Cytosol
MAPRE3	Cytosol
MAPT	Cytosol
1-Mar	Mitochondria
2-Mar	Mitochondria
5-Mar	Mitochondria
7-Mar	Secretory
9-Mar	Secretory
MARCKS	Unclassified
MARCKSL1	Cytosol
MARHC6	Secretory
MARK1	Nuclear
MARK2	Secretory
MARK3	Cytosol
MARK4	Cytosol
MARS	Cytosol
MARS2	Mitochondria
MARVELD1	Cytosol
MARVELD2	Secretory
MARVELD3	Secretory
MASP1	Cytosol
MAST2	Cytosol
MAST3	Cytosol
MAST4	Cytosol
MASTL	Nuclear
MAT2A	Cytosol
MAT2B	Cytosol
MATK	Cytosol
MATN2	Secretory
MATN3	Secretory
MATR3	Nuclear
MAU2	Nuclear
MAVS	Mitochondria
MAX	Nuclear
MAZ	Nuclear
MB	Cytosol
MB21D1	Nuclear
MB21D2	Cytosol
MBD1	Nuclear
MBD2	Nuclear
MBD3	Nuclear
MBD4	Nuclear
MBD5	Unclassified
MBD6	Nuclear
MBIP	Nuclear
MBLAC1	Cytosol
MBLAC2	Secretory
MBNL1	Nuclear
MBNL2	Nuclear
MBNL3	Cytosol
MBOAT1	Secretory
MBOAT2	Secretory
MBOAT7	Secretory
MBP	Cytosol
MBTD1	Nuclear
MBTPS1	Secretory
MBTPS2	Cytosol
MCAM	Secretory
MCAT	Mitochondria
MCC	Cytosol
MCCC1	Mitochondria
MCCC2	Mitochondria
MCEE	Unclassified
MCF2L	Secretory
MCFD2	Secretory
MCL1	Mitochondria
MCM10	Unclassified
MCM2	Nuclear
MCM3	Nuclear
MCM3AP	Nuclear
MCM4	Nuclear
MCM5	Nuclear
MCM6	Nuclear
MCM7	Nuclear
MCM8	Unclassified
MCM9	Nuclear
MCMBP	Nuclear
MCOLN1	Unclassified
MCOLN2	Secretory
MCOLN3	Secretory
MCPH1	Nuclear
MCRS1	Nuclear
MCTS1	Cytosol
MCU	Mitochondria
MCUR1	Mitochondria
MDC1	Nuclear
MDH1	Cytosol
MDH2	Mitochondria
MDK	Secretory
MDM1	Secretory
MDM2	Nuclear
MDM4	Cytosol
MDN1	Nuclear
ME1	Cytosol
ME2	Mitochondria
MEA1	Cytosol
MEAF6	Nuclear
MECOM	Unclassified
MECP2	Nuclear
MECR	Mitochondria
MED1	Nuclear
MED10	Nuclear
MED11	Unclassified
MED12	Nuclear
MED12L	Nuclear
MED13	Nuclear
MED13L	Nuclear
MED14	Nuclear
MED15	Nuclear
MED16	Nuclear
MED17	Nuclear
MED18	Unclassified
MED19	Nuclear
MED20	Nuclear
MED21	Nuclear
MED22	Nuclear
MED23	Nuclear
MED24	Nuclear
MED25	Nuclear
MED26	Unclassified
MED27	Unclassified
MED28	Nuclear
MED29	Nuclear
MED30	Unclassified
MED31	Nuclear
MED4	Nuclear
MED6	Nuclear
MED7	Nuclear
MED8	Nuclear
MED9	Nuclear
MEF2A	Nuclear
MEF2D	Nuclear
MEGF6	Unclassified
MEGF8	Secretory
MEGF9	Secretory
MEIS1	Nuclear
MEIS2	Unclassified
MELK	Cytosol
MEMO1	Cytosol
MEN1	Nuclear
MEPCE	Nuclear
MERTK	Unclassified
MESDC1	Unclassified
MESDC2	Nuclear
MEST	Mitochondria
MET	Secretory
METAP1	Cytosol
METAP1D	Unclassified
METAP2	Cytosol
METRN	Nuclear
METRNL	Unclassified
METTL1	Nuclear
METTL10	Cytosol
METTL12	Mitochondria
METTL13	Cytosol
METTL14	Nuclear
METTL15	Mitochondria
METTL16	Nuclear
METTL17	Secretory
METTL18	Nuclear
METTL21A	Cytosol
METTL25	Cytosol
METTL2B	Cytosol
METTL3	Nuclear
METTL5	Cytosol
METTL6	Cytosol
METTL7A	Secretory
METTL7B	Secretory
METTL8	Secretory
METTL9	Secretory
MEX3A	Nuclear
MEX3B	Cytosol
MEX3C	Cytosol
MEX3D	Cytosol
MFAP1	Nuclear
MFAP3	Secretory
MFF	Mitochondria
MFGE8	Secretory
MFHAS1	Cytosol
MFI2	Secretory
MFN1	Mitochondria
MFN2	Mitochondria
MFSD1	Secretory
MFSD10	Unclassified
MFSD11	Secretory
MFSD3	Secretory
MFSD5	Secretory
MFSD6	Secretory
MFSD8	Secretory
MFSD9	Secretory
MGA	Nuclear
MGAT1	Secretory
MGAT2	Secretory
MGAT4A	Secretory
MGAT4B	Secretory
MGAT5	Secretory
MGEA5	Cytosol
MGLL	Cytosol
MGME1	Mitochondria
MGMT	Cytosol
MGRN1	Secretory
MGST1	Secretory
MGST2	Secretory
MGST3	Mitochondria
MIA3	Secretory
MIB1	Nuclear
MIB2	Cytosol
MICA	Secretory
MICAL1	Cytosol
MICAL2	Secretory
MICAL3	Cytosol
MICALL1	Cytosol
MICALL2	Unclassified
MICB	Nuclear
MICU1	Unclassified
MICU2	Mitochondria
MID1IP1	Cytosol
MID2	Cytosol
MIDN	Unclassified
MIEF1	Mitochondria
MIEF2	Unclassified
MIEN1	Cytosol
MIER1	Nuclear
MIER2	Unclassified
MIER3	Nuclear
MIF	Cytosol
MIF4GD	Cytosol
MIIP	Unclassified
MINA	Nuclear
MINK1	Nuclear
MINPP1	Secretory
MIOS	Nuclear
MIPEP	Mitochondria
MIPOL1	Cytosol
MIS12	Unclassified
MIS18A	Cytosol
MIS18BP1	Nuclear
MISP	Unclassified
MITD1	Cytosol
MKI67	Nuclear
MKKS	Mitochondria
MKL1	Cytosol
MKL2	Cytosol
MKLN1	Cytosol
MKNK1	Cytosol
MKNK2	Cytosol
MKRN1	Nuclear
MKRN2	Cytosol
MKS1	Secretory
MLEC	Secretory
MLF1	Cytosol
MLF2	Nuclear
MLH1	Nuclear
MLH3	Nuclear
MLKL	Cytosol
MLLT1	Nuclear
MLLT10	Nuclear
MLLT3	Nuclear
MLLT4	Unclassified
MLLT6	Nuclear
MLPH	Cytosol
MLST8	Cytosol
MLX	Cytosol
MLXIP	Cytosol
MLXIPL	Cytosol
MLYCD	Mitochondria
MMAA	Mitochondria
MMAB	Mitochondria
MMACHC	Cytosol
MMADHC	Cytosol
MME	Secretory
MMGT1	Secretory
MMP15	Secretory
MMP16	Secretory
MMP17	Secretory
MMS19	Cytosol
MMS22L	Nuclear
MNAT1	Nuclear
MND1	Nuclear
MNT	Nuclear
MNX1	Nuclear
MOB2	Cytosol
MOB3A	Cytosol
MOB4	Secretory
MOCOS	Cytosol
MOCS1	Mitochondria
MOCS2	Cytosol
MOCS3	Cytosol
MOGS	Secretory
MON1A	Cytosol
MON1B	Cytosol
MON2	Cytosol
MORC2	Nuclear
MORC3	Nuclear
MORC4	Nuclear
MORF4L1	Nuclear
MORF4L2	Nuclear
MORN2	Cytosol
MOSPD1	Secretory
MOSPD2	Secretory
MOSPD3	Secretory
MOV10	Nuclear
MPC2	Unclassified
MPDU1	Mitochondria
MPDZ	Secretory
MPG	Nuclear
MPHOSPH10	Nuclear
MPHOSPH6	Nuclear
MPHOSPH8	Nuclear
MPHOSPH9	Cytosol
MPI	Cytosol
MPLKIP	Unclassified
MPND	Nuclear
MPP2	Mitochondria
MPP5	Secretory
MPP6	Unclassified
MPP7	Unclassified
MPPE1	Secretory
MPPED2	Nuclear
MPRIP	Secretory
MPST	Cytosol
MPV17	Unclassified
MPV17L2	Mitochondria
MPZL1	Secretory
MPZL2	Secretory
MPZL3	Secretory
MR1	Secretory
MRC2	Secretory
MRE11A	Nuclear
MREG	Secretory
MRFAP1	Nuclear
MRFAP1L1	Cytosol
MRGBP	Nuclear
MRI1	Cytosol
MRM1	Secretory
MROH1	Cytosol
MRP63	Secretory
MRPL1	Secretory
MRPL10	Unclassified
MRPL11	Secretory
MRPL13	Secretory
MRPL14	Mitochondria
MRPL15	Secretory
MRPL16	Secretory
MRPL17	Secretory
MRPL18	Secretory
MRPL19	Secretory
MRPL2	Secretory
MRPL20	Secretory
MRPL21	Secretory
MRPL22	Secretory
MRPL23	Secretory
MRPL24	Secretory
MRPL27	Secretory
MRPL28	Secretory
MRPL3	Secretory
MRPL32	Secretory
MRPL33	Unclassified
MRPL34	Secretory
MRPL35	Secretory
MRPL37	Secretory
MRPL38	Secretory
MRPL39	Secretory
MRPL4	Unclassified
MRPL40	Secretory
MRPL41	Secretory
MRPL42	Secretory
MRPL43	Secretory
MRPL44	Secretory
MRPL45	Secretory
MRPL46	Secretory
MRPL47	Secretory
MRPL48	Secretory
MRPL49	Secretory
MRPL50	Secretory
MRPL51	Unclassified
MRPL52	Secretory
MRPL53	Secretory
MRPL54	Secretory
MRPL55	Secretory
MRPL9	Secretory
MRPS10	Secretory
MRPS11	Secretory
MRPS12	Secretory
MRPS14	Secretory
MRPS15	Secretory
MRPS16	Secretory
MRPS18A	Secretory
MRPS18B	Secretory
MRPS18C	Unclassified
MRPS2	Secretory
MRPS22	Secretory
MRPS23	Secretory
MRPS24	Secretory
MRPS25	Secretory
MRPS26	Secretory
MRPS27	Secretory
MRPS28	Secretory
MRPS30	Secretory
MRPS31	Secretory
MRPS33	Secretory
MRPS34	Secretory
MRPS35	Secretory
MRPS36	Secretory
MRPS5	Secretory
MRPS6	Secretory
MRPS7	Secretory
MRPS9	Secretory
MRRF	Mitochondria
MRS2	Mitochondria
MRTO4	Nuclear
MSANTD2	Cytosol
MSANTD3	Unclassified
MSANTD4	Nuclear
MSH2	Nuclear
MSH3	Nuclear
MSH6	Nuclear
MSI1	Unclassified
MSI2	Nuclear
MSL1	Nuclear
MSL2	Nuclear
MSL3	Nuclear
MSMO1	Secretory
MSN	Secretory
MSRA	Cytosol
MSRB2	Unclassified
MST1R	Secretory
MSTO1	Cytosol
MSX2	Cytosol
MT2A	Unclassified
MTA1	Nuclear
MTA2	Nuclear
MTA3	Nuclear
MT-ATP6	Mitochondria
MT-ATP8	Unclassified
MTBP	Unclassified
MTCH1	Mitochondria
MTCH2	Mitochondria
MT-CO1	Mitochondria
MT-CO2	Mitochondria
MT-CO3	Nuclear
MT-CYB	Mitochondria
MTDH	Secretory
MTERF	Secretory
MTERFD1	Unclassified
MTERFD2	Mitochondria
MTERFD3	Mitochondria
MTF1	Cytosol
MTF2	Nuclear
MTFMT	Mitochondria
MTFP1	Mitochondria
MTFR1	Mitochondria
MTFR1L	Mitochondria
MTFR2	Mitochondria
MTG2	Mitochondria
MTHFD1	Cytosol
MTHFD1L	Mitochondria
MTHFD2	Unclassified
MTHFR	Cytosol
MTHFS	Cytosol
MTHFSD	Nuclear
MTIF2	Mitochondria
MTIF3	Mitochondria
MTL5	Cytosol
MTM1	Cytosol
MTMR1	Cytosol
MTMR10	Unclassified
MTMR11	Cytosol
MTMR12	Cytosol
MTMR14	Cytosol
MTMR2	Cytosol
MTMR3	Cytosol
MTMR4	Cytosol
MTMR6	Cytosol
MTMR7	Cytosol
MTMR9	Cytosol
MT-ND1	Unclassified
MT-ND2	Unclassified
MT-ND3	Mitochondria
MT-ND4	Mitochondria
MT-ND5	Mitochondria
MT-ND6	Unclassified
MTO1	Mitochondria
MTOR	Cytosol
MTPAP	Mitochondria
MTPN	Cytosol
MTR	Cytosol
MTRF1	Unclassified
MTRF1L	Mitochondria
MTRR	Cytosol
MTSS1	Cytosol
MTSS1L	Cytosol
MTURN	Cytosol
MTUS1	Secretory
MTX1	Mitochondria
MTX2	Mitochondria
MTX3	Mitochondria
MUC1	Secretory
MUC2	Secretory
MUC20	Unclassified
MUC5AC	Secretory
MUC5B	Secretory
MUCL1	Nuclear
MUL1	Mitochondria
MUM1	Nuclear
MUS81	Nuclear
MUT	Mitochondria
MUTYH	Nuclear
MVB12A	Cytosol
MVB12B	Cytosol
MVD	Cytosol
MVK	Cytosol
MVP	Nuclear
MXD1	Cytosol
MXD4	Cytosol
MXRA7	Secretory
MYADM	Secretory
MYB	Nuclear
MYBBP1A	Nuclear
MYBL1	Nuclear
MYBL2	Nuclear
MYC	Nuclear
MYCBP	Cytosol
MYCBP2	Unclassified
MYCN	Cytosol
MYD88	Cytosol
MYEF2	Nuclear
MYEOV2	Cytosol
MYH10	Cytosol
MYH11	Unclassified
MYH14	Cytosol
MYH6	Unclassified
MYH9	Cytosol
MYL6	Cytosol
MYL6B	Cytosol
MYL7	Cytosol
MYL9	Cytosol
MYLK	Cytosol
MYNN	Nuclear
MYO10	Cytosol
MYO18A	Unclassified
MYO19	Mitochondria
MYO1B	Secretory
MYO1C	Secretory
MYO1D	Secretory
MYO1E	Cytosol
MYO5A	Cytosol
MYO5B	Secretory
MYO5C	Secretory
MYO6	Cytosol
MYO9A	Cytosol
MYO9B	Cytosol
MYOF	Secretory
MYPOP	Nuclear
MYSM1	Nuclear
MZF1	Unclassified
MZT1	Cytosol
MZT2A	Cytosol
MZT2B	Cytosol
N4BP1	Cytosol
N4BP2	Cytosol
N4BP2L2	Nuclear
N4BP3	Secretory
N6AMT1	Cytosol
N6AMT2	Cytosol
NAA10	Cytosol
NAA15	Cytosol
NAA16	Cytosol
NAA20	Cytosol
NAA25	Cytosol
NAA30	Cytosol
NAA35	Cytosol
NAA38	Unclassified
NAA40	Unclassified
NAA50	Cytosol
NAAA	Secretory
NAALADL2	Secretory
NAB1	Nuclear
NAB2	Nuclear
NABP2	Nuclear
NACA	Cytosol
NACA2	Cytosol
NACC1	Nuclear
NACC2	Nuclear
NADK	Cytosol
NADK2	Mitochondria
NADSYN1	Cytosol
NAE1	Cytosol
NAF1	Nuclear
NAGA	Nuclear
NAGK	Cytosol
NAGLU	Unclassified
NAGPA	Secretory
NAIF1	Nuclear
NAMPT	Cytosol
NANP	Cytosol
NANS	Cytosol
NAP1L1	Cytosol
NAP1L4	Cytosol
NAPA	Unclassified
NAPB	Cytosol
NAPEPLD	Secretory
NAPG	Cytosol
NAPRT1	Cytosol
NARF	Cytosol
NARFL	Cytosol
NARG2	Nuclear
NARS	Cytosol
NARS2	Mitochondria
NASP	Nuclear
NAT1	Cytosol
NAT10	Nuclear
NAT14	Secretory
NAT6	Cytosol
NAT8L	Secretory
NAT9	Cytosol
NAV1	Cytosol
NAV2	Cytosol
NBAS	Secretory
NBEA	Cytosol
NBEAL1	Cytosol
NBEAL2	Cytosol
NBN	Nuclear
NBR1	Secretory
NCALD	Cytosol
NCAM2	Secretory
NCAPD2	Cytosol
NCAPD3	Nuclear
NCAPG	Cytosol
NCAPG2	Unclassified
NCAPH	Cytosol
NCAPH2	Nuclear
NCBP1	Nuclear
NCBP2	Nuclear
NCCRP1	Cytosol
NCDN	Cytosol
NCEH1	Secretory
NCK1	Cytosol
NCK2	Cytosol
NCKAP1	Cytosol
NCKAP5	Secretory
NCKAP5L	Cytosol
NCKIPSD	Cytosol
NCL	Nuclear
NCLN	Secretory
NCOA1	Cytosol
NCOA2	Nuclear
NCOA3	Nuclear
NCOA4	Cytosol
NCOA5	Nuclear
NCOA6	Nuclear
NCOA7	Cytosol
NCOR1	Nuclear
NCOR2	Nuclear
NCS1	Unclassified
NCSTN	Secretory
NDC1	Unclassified
NDC80	Cytosol
NDE1	Cytosol
NDEL1	Cytosol
NDFIP1	Secretory
NDFIP2	Secretory
NDNL2	Nuclear
NDOR1	Cytosol
NDRG1	Cytosol
NDRG2	Cytosol
NDRG3	Cytosol
NDRG4	Cytosol
NDST1	Secretory
NDST2	Secretory
NDUFA10	Mitochondria
NDUFA11	Mitochondria
NDUFA12	Mitochondria
NDUFA13	Unclassified
NDUFA2	Mitochondria
NDUFA3	Mitochondria
NDUFA4	Mitochondria
NDUFA5	Mitochondria
NDUFA6	Mitochondria
NDUFA8	Mitochondria
NDUFA9	Mitochondria
NDUFAB1	Unclassified
NDUFAF1	Mitochondria
NDUFAF2	Mitochondria
NDUFAF3	Mitochondria
NDUFAF4	Mitochondria
NDUFAF5	Mitochondria
NDUFAF6	Mitochondria
NDUFAF7	Mitochondria
NDUFB1	Mitochondria
NDUFB10	Mitochondria
NDUFB11	Mitochondria
NDUFB2	Cytosol
NDUFB3	Mitochondria
NDUFB4	Mitochondria
NDUFB5	Mitochondria
NDUFB6	Mitochondria
NDUFB7	Mitochondria
NDUFB8	Mitochondria
NDUFB9	Mitochondria
NDUFC1	Mitochondria
NDUFC2	Mitochondria
NDUFS1	Mitochondria
NDUFS2	Mitochondria
NDUFS3	Mitochondria
NDUFS4	Mitochondria
NDUFS5	Mitochondria
NDUFS6	Mitochondria
NDUFS7	Mitochondria
NDUFS8	Mitochondria
NDUFV1	Mitochondria
NDUFV2	Mitochondria
NDUFV3	Mitochondria
NEB	Nuclear
NEBL	Cytosol
NECAB1	Cytosol
NECAP1	Cytosol
NECAP2	Cytosol
NEDD1	Cytosol
NEDD4	Cytosol
NEDD4L	Cytosol
NEDD9	Cytosol
NEIL1	Nuclear
NEIL2	Unclassified
NEIL3	Unclassified
NEK1	Cytosol
NEK11	Cytosol
NEK2	Secretory
NEK3	Cytosol
NEK4	Cytosol
NEK6	Cytosol
NEK7	Cytosol
NEK9	Cytosol
NELFA	Nuclear
NELFB	Nuclear
NELFCD	Nuclear
NELFE	Nuclear
NEMF	Cytosol
NENF	Nuclear
NEO1	Secretory
NES	Cytosol
NET1	Secretory
NETO1	Cytosol
NETO2	Secretory
NEU1	Unclassified
NEU3	Secretory
NEURL1B	Nuclear
NEURL4	Secretory
NF1	Cytosol
NF2	Secretory
NFASC	Unclassified
NFAT5	Unclassified
NFATC1	Cytosol
NFATC2	Cytosol
NFATC2IP	Nuclear
NFATC3	Cytosol
NFE2L1	Secretory
NFE2L2	Cytosol
NFE2L3	Secretory
NFIB	Unclassified
NFIC	Nuclear
NFIL3	Nuclear
NFIX	Unclassified
NFKB1	Cytosol
NFKB2	Cytosol
NFKBIA	Cytosol
NFKBIB	Cytosol
NFKBIE	Cytosol
NFKBIL1	Nuclear
NFRKB	Nuclear
NFS1	Mitochondria
NFU1	Mitochondria
NFX1	Nuclear
NFXL1	Secretory
NFYA	Nuclear
NFYB	Nuclear
NFYC	Nuclear
NGDN	Nuclear
NGEF	Cytosol
NGFR	Unclassified
NGLY1	Cytosol
NGRN	Secretory
NHEJ1	Cytosol
NHLRC2	Cytosol
NHLRC3	Unclassified
NHP2	Nuclear
NHP2L1	Nuclear
NHS	Secretory
NHSL1	Cytosol
NHSL2	Secretory
NIF3L1	Cytosol
NIFK	Nuclear
NIN	Cytosol
NINJ1	Secretory
NINL	Unclassified
NIP7	Nuclear
NIPA1	Secretory
NIPA2	Secretory
NIPAL1	Secretory
NIPAL2	Secretory
NIPAL3	Secretory
NIPBL	Nuclear
NIPSNAP1	Mitochondria
NIPSNAP3A	Mitochondria
NIPSNAP3B	Mitochondria
NISCH	Unclassified
NIT1	Cytosol
NIT2	Cytosol
NKAP	Nuclear
NKAPL	Nuclear
NKD2	Secretory
NKIRAS1	Cytosol
NKIRAS2	Cytosol
NKRF	Nuclear
NKTR	Nuclear
NKX3-2	Unclassified
NLE1	Nuclear
NLGN2	Secretory
NLK	Unclassified
NLN	Cytosol
NLRX1	Mitochondria
NMD3	Cytosol
NME1	Cytosol
NME1-NME2	Cytosol
NME3	Mitochondria
NME4	Unclassified
NME6	Unclassified
NME7	Cytosol
NMI	Cytosol
NMNAT1	Nuclear
NMNAT3	Unclassified
NMRAL1	Cytosol
NMRK1	Cytosol
NMT1	Cytosol
NMT2	Cytosol
NNT	Mitochondria
NOA1	Secretory
NOB1	Cytosol
NOC2L	Nuclear
NOC3L	Nuclear
NOC4L	Nuclear
NOL10	Nuclear
NOL11	Nuclear
NOL12	Nuclear
NOL3	Cytosol
NOL6	Nuclear
NOL7	Nuclear
NOL8	Nuclear
NOL9	Nuclear
NOLC1	Nuclear
NOM1	Nuclear
NOMO1	Secretory
NOMO2	Secretory
NONO	Nuclear
NOP10	Nuclear
NOP14	Nuclear
NOP16	Nuclear
NOP2	Nuclear
NOP56	Nuclear
NOP58	Nuclear
NOP9	Nuclear
NOS1AP	Unclassified
NOSIP	Nuclear
NOTCH1	Secretory
NOTCH2	Secretory
NOTCH3	Secretory
NOVA1	Nuclear
NOVA2	Nuclear
NOXA1	Cytosol
NPAT	Nuclear
NPC1	Secretory
NPC1L1	Unclassified
NPC2	Nuclear
NPDC1	Secretory
NPEPL1	Unclassified
NPEPPS	Cytosol
NPHP3	Cytosol
NPHP4	Unclassified
NPLOC4	Nuclear
NPM1	Nuclear
NPM3	Nuclear
NPNT	Secretory
NPR1	Secretory
NPRL2	Cytosol
NPRL3	Cytosol
NPTN	Secretory
NPTX2	Unclassified
NPTXR	Secretory
NPY1R	Secretory
NQO1	Cytosol
NQO2	Cytosol
NR1D1	Cytosol
NR1D2	Cytosol
NR1H2	Nuclear
NR2C1	Nuclear
NR2C2	Nuclear
NR2C2AP	Cytosol
NR2F1	Nuclear
NR2F2	Nuclear
NR2F6	Nuclear
NR3C1	Cytosol
NR4A1	Nuclear
NR4A2	Unclassified
NR4A3	Nuclear
NRAS	Unclassified
NRBF2	Cytosol
NRBP1	Cytosol
NRBP2	Cytosol
NRCAM	Secretory
NRD1	Cytosol
NRDE2	Nuclear
NRF1	Nuclear
NRIP1	Unclassified
NRK	Unclassified
NRM	Unclassified
NRP1	Secretory
NRP2	Secretory
NRSN2	Secretory
NSA2	Nuclear
NSD1	Nuclear
NSDHL	Secretory
NSF	Secretory
NSFL1C	Cytosol
NSL1	Nuclear
NSMAF	Cytosol
NSMCE1	Unclassified
NSMCE2	Nuclear
NSMCE4A	Nuclear
NSMF	Cytosol
NSRP1	Nuclear
NSUN2	Nuclear
NSUN3	Mitochondria
NSUN4	Secretory
NSUN5	Nuclear
NSUN6	Cytosol
NT5C	Cytosol
NT5C2	Cytosol
NT5C3A	Mitochondria
NT5C3B	Cytosol
NT5DC1	Cytosol
NT5DC2	Mitochondria
NT5DC3	Mitochondria
NT5E	Secretory
NTAN1	Cytosol
NTHL1	Nuclear
NTM	Nuclear
NTMT1	Cytosol
NTN1	Secretory
NTN4	Secretory
NTPCR	Cytosol
NUB1	Cytosol
NUBP1	Cytosol
NUBP2	Cytosol
NUBPL	Mitochondria
NUCB1	Secretory
NUCB2	Secretory
NUCKS1	Unclassified
NUDC	Cytosol
NUDCD1	Cytosol
NUDCD2	Cytosol
NUDCD3	Cytosol
NUDT1	Cytosol
NUDT12	Cytosol
NUDT13	Secretory
NUDT14	Cytosol
NUDT15	Cytosol
NUDT16	Cytosol
NUDT16L1	Nuclear
NUDT18	Cytosol
NUDT19	Mitochondria
NUDT2	Cytosol
NUDT21	Nuclear
NUDT22	Cytosol
NUDT3	Cytosol
NUDT4	Cytosol
NUDT5	Cytosol
NUDT6	Mitochondria
NUDT7	Secretory
NUDT8	Mitochondria
NUDT9	Cytosol
NUF2	Cytosol
NUFIP1	Nuclear
NUFIP2	Nuclear
NUMA1	Nuclear
NUMB	Secretory
NUMBL	Unclassified
NUP107	Nuclear
NUP133	Nuclear
NUP153	Nuclear
NUP155	Nuclear
NUP160	Nuclear
NUP188	Unclassified
NUP205	Nuclear
NUP210	Nuclear
NUP210L	Unclassified
NUP214	Cytosol
NUP35	Nuclear
NUP37	Cytosol
NUP43	Cytosol
NUP50	Nuclear
NUP54	Nuclear
NUP62	Cytosol
NUP85	Nuclear
NUP88	Cytosol
NUP93	Nuclear
NUP98	Nuclear
NUPL1	Unclassified
NUPL2	Unclassified
NUS1	Secretory
NUSAP1	Nuclear
NUTF2	Cytosol
NVL	Nuclear
NXF1	Nuclear
NXN	Cytosol
NXPE3	Secretory
NXPH4	Unclassified
NXT1	Nuclear
NXT2	Nuclear
NYNRIN	Cytosol
OAF	Cytosol
OARD1	Cytosol
OAS1	Unclassified
OAS3	Cytosol
OASL	Unclassified
OAT	Mitochondria
OAZ2	Cytosol
OBFC1	Cytosol
OBSCN	Cytosol
OBSL1	Cytosol
OCIAD1	Mitochondria
OCIAD2	Mitochondria
OCLN	Secretory
OCRL	Cytosol
ODC1	Cytosol
ODF2	Unclassified
OFD1	Cytosol
OGDH	Secretory
OGDHL	Secretory
OGFOD1	Nuclear
OGFOD2	Cytosol
OGFOD3	Secretory
OGFR	Cytosol
OGFRL1	Cytosol
OGG1	Nuclear
OGT	Cytosol
OIP5	Unclassified
OLA1	Cytosol
OLFM1	Secretory
OLFM2	Cytosol
OLFML2A	Secretory
OLFML3	Unclassified
OMA1	Mitochondria
OPA1	Mitochondria
OPA3	Unclassified
OPHN1	Cytosol
OPLAH	Cytosol
OPTN	Cytosol
ORAI1	Secretory
ORAI2	Secretory
ORAOV1	Cytosol
ORC1	Nuclear
ORC2	Nuclear
ORC3	Nuclear
ORC4	Nuclear
ORC5	Nuclear
ORC6	Nuclear
ORM2	Nuclear
ORMDL1	Unclassified
ORMDL2	Secretory
ORMDL3	Cytosol
OS9	Secretory
OSBP	Cytosol
OSBP2	Cytosol
OSBPL10	Secretory
OSBPL11	Secretory
OSBPL1A	Cytosol
OSBPL2	Cytosol
OSBPL5	Secretory
OSBPL6	Cytosol
OSBPL7	Cytosol
OSBPL8	Secretory
OSBPL9	Secretory
OSCP1	Cytosol
OSER1	Cytosol
OSGEP	Cytosol
OSGEPL1	Unclassified
OSGIN2	Cytosol
OSMR	Secretory
OSR2	Unclassified
OSTC	Secretory
OSTF1	Cytosol
OSTM1	Secretory
OTUB1	Cytosol
OTUB2	Cytosol
OTUD1	Cytosol
OTUD3	Cytosol
OTUD4	Cytosol
OTUD5	Nuclear
OTUD6B	Cytosol
OTX1	Unclassified
OVCA2	Cytosol
OVOL1	Nuclear
OVOL2	Nuclear
OXA1L	Mitochondria
OXCT1	Unclassified
OXLD1	Unclassified
OXNAD1	Mitochondria
OXR1	Cytosol
OXSM	Unclassified
OXSR1	Cytosol
OXTR	Secretory
P2RX4	Secretory
P2RY2	Secretory
P4HA1	Secretory
P4HA2	Secretory
P4HB	Nuclear
P4HTM	Secretory
PA2G4	Cytosol
PAAF1	Cytosol
PABPC1	Nuclear
PABPC1L	Nuclear
PABPC4	Nuclear
PABPC4L	Nuclear
PABPN1	Nuclear
PACS1	Cytosol
PACS2	Cytosol
PACSIN1	Cytosol
PACSIN2	Cytosol
PACSIN3	Unclassified
PADI2	Cytosol
PAF1	Nuclear
PAFAH1B1	Cytosol
PAFAH1B2	Cytosol
PAFAH1B3	Cytosol
PAFAH2	Secretory
PAG1	Secretory
PAICS	Cytosol
PAIP1	Cytosol
PAIP2	Cytosol
PAIP2B	Cytosol
PAK1	Cytosol
PAK1IP1	Nuclear
PAK2	Cytosol
PAK3	Cytosol
PAK4	Cytosol
PAK6	Cytosol
PALB2	Nuclear
PALLD	Cytosol
PALM	Secretory
PALM3	Unclassified
PAM	Secretory
PAN2	Cytosol
